v4_gene_model	v3_gene_model
Zm00001d043705	GRMZM2G159948
Zm00001d012853	GRMZM2G159950
Zm00001d037371	GRMZM2G159953
Zm00001d047404	GRMZM2G159956
Zm00001d051223	GRMZM2G159962
Zm00001d032508	GRMZM2G159975
Zm00001d004534	GRMZM2G159977
Zm00001d016389	GRMZM2G159981
Zm00001d030173	GRMZM2G159992
Zm00001d031662	GRMZM2G159996
Zm00001d045026	GRMZM2G160005
Zm00001d049197	GRMZM2G160013
Zm00001d012975	GRMZM2G160027
Zm00001d044127	GRMZM2G160032
Zm00001d049193	GRMZM2G160041
Zm00001d012974	GRMZM2G160046
Zm00001d024740	GRMZM2G160062
Zm00001d012973	GRMZM2G160064
Zm00001d025834	GRMZM2G160069
Zm00001d040838	GRMZM2G160113
Zm00001d040500	GRMZM2G160136
Zm00001d046420	GRMZM2G160149
Zm00001d044213	GRMZM2G160151
Zm00001d051033	GRMZM2G160174
Zm00001d002893	GRMZM2G160175
Zm00001d030124	GRMZM2G160178
Zm00001d004552	GRMZM2G160184
Zm00001d028567	GRMZM2G160198
Zm00001d018086	GRMZM2G160211
Zm00001d018087	GRMZM2G160231
Zm00001d028568	GRMZM2G160237
Zm00001d019406	GRMZM2G160265
Zm00001d050403	GRMZM2G160268
Zm00001d016442	GRMZM2G160273
Zm00001d023646	GRMZM2G160279
Zm00001d034607	GRMZM2G160304
Zm00001d035100	GRMZM2G160314
Zm00001d019892	GRMZM2G160316
Zm00001d028569	GRMZM2G160324
Zm00001d016443	GRMZM2G160327
Zm00001d019562	GRMZM2G160351
Zm00001d038403	GRMZM2G160354
Zm00001d020526	GRMZM2G160364
Zm00001d016225	GRMZM2G160370
Zm00001d035589	GRMZM2G160391
Zm00001d020528	GRMZM2G160400
Zm00001d039053	GRMZM2G160417
Zm00001d028570	GRMZM2G160428
Zm00001d039052	GRMZM2G160430
Zm00001d012709	GRMZM2G160444
Zm00001d045221	GRMZM2G160447
Zm00001d028571	GRMZM2G160452
Zm00001d030062	GRMZM2G160454
Zm00001d050923	GRMZM2G160458
Zm00001d039051	GRMZM2G160460
Zm00001d045220	GRMZM2G160463
Zm00001d028947	GRMZM2G160466
Zm00001d025830	GRMZM2G160473
Zm00001d045219	GRMZM2G160496
Zm00001d039051	GRMZM2G160504
Zm00001d028572	GRMZM2G160506
Zm00001d007381	GRMZM2G160515
Zm00001d019302	GRMZM2G160517
Zm00001d002063	GRMZM2G160523
Zm00001d036816	GRMZM2G160526
Zm00001d001830	GRMZM2G160527
Zm00001d051161	GRMZM2G160541
Zm00001d010126	GRMZM2G160556
Zm00001d032212	GRMZM2G160560
Zm00001d017441	GRMZM2G160563
Zm00001d017614	GRMZM2G160565
Zm00001d022258	GRMZM2G160569
Zm00001d034961	GRMZM2G160578
Zm00001d002064	GRMZM2G160585
Zm00001d013378	GRMZM2G160606
Zm00001d050550	GRMZM2G160609
Zm00001d013377	GRMZM2G160611
Zm00001d020071	GRMZM2G160614
Zm00001d013376	GRMZM2G160619
Zm00001d036815	GRMZM2G160626
Zm00001d013372	GRMZM2G160664
Zm00001d001829	GRMZM2G160683
Zm00001d038502	GRMZM2G160685
Zm00001d041781	GRMZM2G160687
Zm00001d001828	GRMZM2G160702
Zm00001d017019	GRMZM2G160710
Zm00001d011164	GRMZM2G160719
Zm00001d046621	GRMZM2G160730
Zm00001d020505	GRMZM2G160738
Zm00001d048817	GRMZM2G160739
Zm00001d040228	GRMZM2G160747
Zm00001d032633	GRMZM2G160752
Zm00001d010521	GRMZM2G160763
Zm00001d020506	GRMZM2G160770
Zm00001d012002	GRMZM2G160791
Zm00001d003166	GRMZM2G160801
Zm00001d042665	GRMZM2G160838
Zm00001d041580	GRMZM2G160840
Zm00001d045182	GRMZM2G160842
Zm00001d035450	GRMZM2G160853
Zm00001d041712	GRMZM2G160862
Zm00001d044944	GRMZM2G160887
Zm00001d041604	GRMZM2G160902
Zm00001d028620	GRMZM2G160906
Zm00001d031451	GRMZM2G160917
Zm00001d021336	GRMZM2G160922
Zm00001d052601	GRMZM2G160924
Zm00001d037770	GRMZM2G160925
Zm00001d032166	GRMZM2G160927
Zm00001d040724	GRMZM2G160958
Zm00001d044945	GRMZM2G160964
Zm00001d003499	GRMZM2G160966
Zm00001d044004	GRMZM2G160971
Zm00001d022252	GRMZM2G160983
Zm00001d011562	GRMZM2G160990
Zm00001d003500	GRMZM2G160994
Zm00001d014988	GRMZM2G160996
Zm00001d031450	GRMZM2G161004
Zm00001d010638	GRMZM2G161009
Zm00001d003501	GRMZM2G161012
Zm00001d010639	GRMZM2G161019
Zm00001d018953	GRMZM2G161035
Zm00001d010640	GRMZM2G161040
Zm00001d004118	GRMZM2G161087
Zm00001d018954	GRMZM2G161097
Zm00001d037473	GRMZM2G161102
Zm00001d018124	GRMZM2G161146
Zm00001d039914	GRMZM2G161154
Zm00001d011941	GRMZM2G161168
Zm00001d048819	GRMZM2G161169
Zm00001d018125	GRMZM2G161175
Zm00001d023865	GRMZM2G161212
Zm00001d013544	GRMZM2G161222
Zm00001d031577	GRMZM2G161233
Zm00001d013543	GRMZM2G161242
Zm00001d032187	GRMZM2G161245
Zm00001d053274	GRMZM2G161248
Zm00001d047170	GRMZM2G161255
Zm00001d006247	GRMZM2G161263
Zm00001d032186	GRMZM2G161274
Zm00001d035578	GRMZM2G161285
Zm00001d005817	GRMZM2G161291
Zm00001d047801	GRMZM2G161293
Zm00001d042257	GRMZM2G161295
Zm00001d016299	GRMZM2G161299
Zm00001d020902	GRMZM2G161302
Zm00001d034538	GRMZM2G161306
Zm00001d040468	GRMZM2G161310
Zm00001d035980	GRMZM2G161313
Zm00001d020460	GRMZM2G161315
Zm00001d031209	GRMZM2G161335
Zm00001d028536	GRMZM2G161337
Zm00001d032185	GRMZM2G161368
Zm00001d020901	GRMZM2G161377
Zm00001d042256	GRMZM2G161380
Zm00001d005293	GRMZM2G161382
Zm00001d013630	GRMZM2G161411
Zm00001d013631	GRMZM2G161418
Zm00001d016298	GRMZM2G161435
Zm00001d008886	GRMZM2G161447
Zm00001d053985	GRMZM2G161450
Zm00001d028535	GRMZM2G161452
Zm00001d029932	GRMZM2G161459
Zm00001d046342	GRMZM2G161472
Zm00001d027285	GRMZM2G161483
Zm00001d013738	GRMZM2G161491
Zm00001d036477	GRMZM2G161493
Zm00001d013861	GRMZM2G161506
Zm00001d038303	GRMZM2G161507
Zm00001d014364	GRMZM2G161512
Zm00001d014497	GRMZM2G161514
Zm00001d049288	GRMZM2G161521
Zm00001d002975	GRMZM2G161530
Zm00001d038304	GRMZM2G161534
Zm00001d027287	GRMZM2G161540
Zm00001d022347	GRMZM2G161544
Zm00001d052245	GRMZM2G161553
Zm00001d027288	GRMZM2G161560
Zm00001d052247	GRMZM2G161566
Zm00001d024349	GRMZM2G161569
Zm00001d019587	GRMZM2G161587
Zm00001d036647	GRMZM2G161610
Zm00001d021557	GRMZM2G161611
Zm00001d020658	GRMZM2G161619
Zm00001d016429	GRMZM2G161625
Zm00001d017880	GRMZM2G161641
Zm00001d010343	GRMZM2G161643
Zm00001d040290	GRMZM2G161658
Zm00001d047570	GRMZM2G161664
Zm00001d047355	GRMZM2G161666
Zm00001d013632	GRMZM2G161668
Zm00001d036046	GRMZM2G161673
Zm00001d036648	GRMZM2G161680
Zm00001d051206	GRMZM2G161696
Zm00001d017881	GRMZM2G161728
Zm00001d051776	GRMZM2G161735
Zm00001d051773	GRMZM2G161746
Zm00001d047035	GRMZM2G161760
Zm00001d035413	GRMZM2G161761
Zm00001d011714	GRMZM2G161768
Zm00001d028293	GRMZM2G161780
Zm00001d008805	GRMZM2G161787
Zm00001d017841	GRMZM2G161792
Zm00001d017842	GRMZM2G161794
Zm00001d018233	GRMZM2G161800
Zm00001d021569	GRMZM2G161809
Zm00001d048560	GRMZM2G161827
Zm00001d005656	GRMZM2G161846
Zm00001d049015	GRMZM2G161852
Zm00001d017843	GRMZM2G161854
Zm00001d043628	GRMZM2G161868
Zm00001d048559	GRMZM2G161891
Zm00001d002616	GRMZM2G161902
Zm00001d048558	GRMZM2G161905
Zm00001d016319	GRMZM2G161908
Zm00001d002617	GRMZM2G161913
Zm00001d003619	GRMZM2G161918
Zm00001d003618	GRMZM2G161932
Zm00001d053580	GRMZM2G161969
Zm00001d008944	GRMZM2G161988
Zm00001d051987	GRMZM2G162007
Zm00001d049684	GRMZM2G162020
Zm00001d053579	GRMZM2G162048
Zm00001d051986	GRMZM2G162052
Zm00001d004611	GRMZM2G162056
Zm00001d014642	GRMZM2G162065
Zm00001d014644	GRMZM2G162078
Zm00001d049685	GRMZM2G162079
Zm00001d021343	GRMZM2G162082
Zm00001d021342	GRMZM2G162086
Zm00001d014648	GRMZM2G162093
Zm00001d014649	GRMZM2G162098
Zm00001d010596	GRMZM2G162109
Zm00001d041639	GRMZM2G162119
Zm00001d038526	GRMZM2G162127
Zm00001d043726	GRMZM2G162145
Zm00001d033843	GRMZM2G162154
Zm00001d030548	GRMZM2G162158
Zm00001d021347	GRMZM2G162167
Zm00001d043392	GRMZM2G162175
Zm00001d005847	GRMZM2G162177
Zm00001d016575	GRMZM2G162180
Zm00001d039810	GRMZM2G162182
Zm00001d014640	GRMZM2G162184
Zm00001d048593	GRMZM2G162200
Zm00001d018029	GRMZM2G162216
Zm00001d018649	GRMZM2G162222
Zm00001d002457	GRMZM2G162230
Zm00001d018030	GRMZM2G162233
Zm00001d043393	GRMZM2G162238
Zm00001d042055	GRMZM2G162250
Zm00001d029726	GRMZM2G162251
Zm00001d002456	GRMZM2G162266
Zm00001d019342	GRMZM2G162267
Zm00001d002720	GRMZM2G162271
Zm00001d043394	GRMZM2G162274
Zm00001d002721	GRMZM2G162276
Zm00001d048592	GRMZM2G162282
Zm00001d006306	GRMZM2G162284
Zm00001d004785	GRMZM2G162286
Zm00001d043395	GRMZM2G162290
Zm00001d029725	GRMZM2G162292
Zm00001d036956	GRMZM2G162295
Zm00001d043399	GRMZM2G162305
Zm00001d019461	GRMZM2G162316
Zm00001d002723	GRMZM2G162319
Zm00001d012314	GRMZM2G162329
Zm00001d002726	GRMZM2G162333
Zm00001d011424	GRMZM2G162347
Zm00001d004517	GRMZM2G162353
Zm00001d028837	GRMZM2G162356
Zm00001d018966	GRMZM2G162359
Zm00001d040467	GRMZM2G162369
Zm00001d005466	GRMZM2G162374
Zm00001d018967	GRMZM2G162382
Zm00001d036819	GRMZM2G162384
Zm00001d050635	GRMZM2G162388
Zm00001d020251	GRMZM2G162396
Zm00001d013451	GRMZM2G162405
Zm00001d019536	GRMZM2G162409
Zm00001d009714	GRMZM2G162413
Zm00001d045258	GRMZM2G162420
Zm00001d047769	GRMZM2G162426
Zm00001d052397	GRMZM2G162434
Zm00001d013452	GRMZM2G162443
Zm00001d010611	GRMZM2G162445
Zm00001d002517	GRMZM2G162447
Zm00001d009715	GRMZM2G162450
Zm00001d047768	GRMZM2G162451
Zm00001d040466	GRMZM2G162453
Zm00001d003217	GRMZM2G162456
Zm00001d047767	GRMZM2G162460
Zm00001d016601	GRMZM2G162461
Zm00001d010613	GRMZM2G162466
Zm00001d047766	GRMZM2G162467
Zm00001d047559	GRMZM2G162481
Zm00001d047765	GRMZM2G162486
Zm00001d036832	GRMZM2G162497
Zm00001d032947	GRMZM2G162505
Zm00001d032948	GRMZM2G162508
Zm00001d011096	GRMZM2G162525
Zm00001d039848	GRMZM2G162527
Zm00001d017711	GRMZM2G162529
Zm00001d036775	GRMZM2G162531
Zm00001d028064	GRMZM2G162535
Zm00001d029839	GRMZM2G162537
Zm00001d013996	GRMZM2G162544
Zm00001d021220	GRMZM2G162546
Zm00001d020708	GRMZM2G162598
Zm00001d036777	GRMZM2G162605
Zm00001d020706	GRMZM2G162616
Zm00001d039845	GRMZM2G162622
Zm00001d046620	GRMZM2G162623
Zm00001d051135	GRMZM2G162637
Zm00001d026051	GRMZM2G162640
Zm00001d037985	GRMZM2G162659
Zm00001d016659	GRMZM2G162663
Zm00001d010615	GRMZM2G162668
Zm00001d051136	GRMZM2G162670
Zm00001d037984	GRMZM2G162672
Zm00001d017401	GRMZM2G162688
Zm00001d029654	GRMZM2G162690
Zm00001d012557	GRMZM2G162697
Zm00001d038589	GRMZM2G162699
Zm00001d037829	GRMZM2G162702
Zm00001d040019	GRMZM2G162709
Zm00001d004027	GRMZM2G162721
Zm00001d006842	GRMZM2G162724
Zm00001d027845	GRMZM2G162725
Zm00001d009394	GRMZM2G162727
Zm00001d004957	GRMZM2G162737
Zm00001d005208	GRMZM2G162739
Zm00001d016134	GRMZM2G162748
Zm00001d027846	GRMZM2G162749
Zm00001d043364	GRMZM2G162754
Zm00001d037383	GRMZM2G162755
Zm00001d032651	GRMZM2G162758
Zm00001d027847	GRMZM2G162764
Zm00001d043361	GRMZM2G162768
Zm00001d027848	GRMZM2G162776
Zm00001d006917	GRMZM2G162781
Zm00001d037382	GRMZM2G162783
Zm00001d017398	GRMZM2G162786
Zm00001d037381	GRMZM2G162788
Zm00001d006916	GRMZM2G162798
Zm00001d027850	GRMZM2G162800
Zm00001d027851	GRMZM2G162814
Zm00001d049286	GRMZM2G162829
Zm00001d050583	GRMZM2G162840
Zm00001d025599	GRMZM2G162845
Zm00001d047030	GRMZM2G162859
Zm00001d010632	GRMZM2G162868
Zm00001d010782	GRMZM2G162884
Zm00001d021344	GRMZM2G162893
Zm00001d033196	GRMZM2G162917
Zm00001d008716	GRMZM2G162928
Zm00001d033223	GRMZM2G162931
Zm00001d041467	GRMZM2G162945
Zm00001d047303	GRMZM2G162949
Zm00001d019086	GRMZM2G162954
Zm00001d041465	GRMZM2G162962
Zm00001d047302	GRMZM2G162968
Zm00001d041464	GRMZM2G162988
Zm00001d053564	GRMZM2G162992
Zm00001d038630	GRMZM2G163008
Zm00001d039487	GRMZM2G163015
Zm00001d028225	GRMZM2G163043
Zm00001d021565	GRMZM2G163045
Zm00001d037607	GRMZM2G163054
Zm00001d041229	GRMZM2G163059
Zm00001d002523	GRMZM2G163067
Zm00001d004496	GRMZM2G163079
Zm00001d012161	GRMZM2G163081
Zm00001d004495	GRMZM2G163086
Zm00001d021565	GRMZM2G163095
Zm00001d041230	GRMZM2G163099
Zm00001d002698	GRMZM2G163110
Zm00001d028226	GRMZM2G163116
Zm00001d004494	GRMZM2G163120
Zm00001d028227	GRMZM2G163129
Zm00001d037714	GRMZM2G163136
Zm00001d021566	GRMZM2G163138
Zm00001d011573	GRMZM2G163141
Zm00001d028228	GRMZM2G163154
Zm00001d011571	GRMZM2G163157
Zm00001d011570	GRMZM2G163159
Zm00001d050462	GRMZM2G163172
Zm00001d029946	GRMZM2G163189
Zm00001d051321	GRMZM2G163193
Zm00001d018422	GRMZM2G163195
Zm00001d018421	GRMZM2G163200
Zm00001d013423	GRMZM2G163217
Zm00001d054078	GRMZM2G163227
Zm00001d006565	GRMZM2G163233
Zm00001d034324	GRMZM2G163240
Zm00001d022647	GRMZM2G163242
Zm00001d054077	GRMZM2G163247
Zm00001d034277	GRMZM2G163251
Zm00001d054076	GRMZM2G163277
Zm00001d039083	GRMZM2G163283
Zm00001d039750	GRMZM2G163291
Zm00001d034279	GRMZM2G163296
Zm00001d006566	GRMZM2G163297
Zm00001d054074	GRMZM2G163304
Zm00001d006567	GRMZM2G163307
Zm00001d017979	GRMZM2G163325
Zm00001d054071	GRMZM2G163328
Zm00001d039078	GRMZM2G163359
Zm00001d013977	GRMZM2G163374
Zm00001d050938	GRMZM2G163396
Zm00001d047354	GRMZM2G163398
Zm00001d035562	GRMZM2G163406
Zm00001d043380	GRMZM2G163407
Zm00001d032565	GRMZM2G163409
Zm00001d005622	GRMZM2G163418
Zm00001d007301	GRMZM2G163421
Zm00001d005671	GRMZM2G163426
Zm00001d048604	GRMZM2G163427
Zm00001d032801	GRMZM2G163436
Zm00001d032385	GRMZM2G163437
Zm00001d038510	GRMZM2G163440
Zm00001d006438	GRMZM2G163444
Zm00001d038509	GRMZM2G163459
Zm00001d038508	GRMZM2G163468
Zm00001d003288	GRMZM2G163471
Zm00001d012160	GRMZM2G163473
Zm00001d041870	GRMZM2G163476
Zm00001d003287	GRMZM2G163494
Zm00001d041787	GRMZM2G163507
Zm00001d041788	GRMZM2G163514
Zm00001d007143	GRMZM2G163519
Zm00001d010344	GRMZM2G163533
Zm00001d020261	GRMZM2G163535
Zm00001d016137	GRMZM2G163539
Zm00001d010845	GRMZM2G163542
Zm00001d014489	GRMZM2G163544
Zm00001d010792	GRMZM2G163546
Zm00001d023511	GRMZM2G163550
Zm00001d010566	GRMZM2G163561
Zm00001d016381	GRMZM2G163572
Zm00001d044383	GRMZM2G163574
Zm00001d046026	GRMZM2G163576
Zm00001d044382	GRMZM2G163578
Zm00001d004500	GRMZM2G163594
Zm00001d046405	GRMZM2G163641
Zm00001d010567	GRMZM2G163658
Zm00001d052768	GRMZM2G163671
Zm00001d052767	GRMZM2G163709
Zm00001d016374	GRMZM2G163713
Zm00001d052766	GRMZM2G163717
Zm00001d005298	GRMZM2G163724
Zm00001d052765	GRMZM2G163726
Zm00001d052775	GRMZM2G163740
Zm00001d032077	GRMZM2G163745
Zm00001d018282	GRMZM2G163749
Zm00001d030308	GRMZM2G163751
Zm00001d033379	GRMZM2G163761
Zm00001d005228	GRMZM2G163769
Zm00001d047316	GRMZM2G163774
Zm00001d018150	GRMZM2G163776
Zm00001d033380	GRMZM2G163796
Zm00001d036123	GRMZM2G163798
Zm00001d053216	GRMZM2G163801
Zm00001d033382	GRMZM2G163807
Zm00001d039142	GRMZM2G163809
Zm00001d053775	GRMZM2G163813
Zm00001d007082	GRMZM2G163826
Zm00001d051413	GRMZM2G163830
Zm00001d011590	GRMZM2G163841
Zm00001d011589	GRMZM2G163843
Zm00001d011588	GRMZM2G163848
Zm00001d014977	GRMZM2G163849
Zm00001d020112	GRMZM2G163860
Zm00001d039141	GRMZM2G163861
Zm00001d014976	GRMZM2G163866
Zm00001d045618	GRMZM2G163877
Zm00001d039139	GRMZM2G163883
Zm00001d039138	GRMZM2G163888
Zm00001d034480	GRMZM2G163912
Zm00001d045617	GRMZM2G163914
Zm00001d051389	GRMZM2G163925
Zm00001d039821	GRMZM2G163939
Zm00001d040187	GRMZM2G163956
Zm00001d040186	GRMZM2G163975
Zm00001d011596	GRMZM2G163988
Zm00001d040185	GRMZM2G163996
Zm00001d023468	GRMZM2G163998
Zm00001d032900	GRMZM2G164018
Zm00001d034479	GRMZM2G164020
Zm00001d003144	GRMZM2G164036
Zm00001d031275	GRMZM2G164062
Zm00001d004729	GRMZM2G164064
Zm00001d044823	GRMZM2G164072
Zm00001d004664	GRMZM2G164074
Zm00001d034475	GRMZM2G164082
Zm00001d028585	GRMZM2G164084
Zm00001d033912	GRMZM2G164085
Zm00001d033913	GRMZM2G164088
Zm00001d010193	GRMZM2G164090
Zm00001d051492	GRMZM2G164098
Zm00001d023426	GRMZM2G164113
Zm00001d050359	GRMZM2G164117
Zm00001d013536	GRMZM2G164131
Zm00001d040684	GRMZM2G164134
Zm00001d047834	GRMZM2G164136
Zm00001d042746	GRMZM2G164141
Zm00001d047833	GRMZM2G164160
Zm00001d042435	GRMZM2G164165
Zm00001d014973	GRMZM2G164175
Zm00001d052551	GRMZM2G164182
Zm00001d011282	GRMZM2G164185
Zm00001d052549	GRMZM2G164191
Zm00001d015030	GRMZM2G164202
Zm00001d048612	GRMZM2G164224
Zm00001d015032	GRMZM2G164242
Zm00001d045702	GRMZM2G164248
Zm00001d034042	GRMZM2G164249
Zm00001d046513	GRMZM2G164263
Zm00001d018904	GRMZM2G164265
Zm00001d002185	GRMZM2G164277
Zm00001d047647	GRMZM2G164283
Zm00001d039123	GRMZM2G164297
Zm00001d037343	GRMZM2G164308
Zm00001d035645	GRMZM2G164311
Zm00001d016505	GRMZM2G164314
Zm00001d002589	GRMZM2G164318
Zm00001d006788	GRMZM2G164325
Zm00001d002590	GRMZM2G164340
Zm00001d011187	GRMZM2G164341
Zm00001d036031	GRMZM2G164352
Zm00001d047476	GRMZM2G164358
Zm00001d053397	GRMZM2G164359
Zm00001d002591	GRMZM2G164378
Zm00001d002184	GRMZM2G164400
Zm00001d002592	GRMZM2G164405
Zm00001d002593	GRMZM2G164413
Zm00001d041280	GRMZM2G164418
Zm00001d009397	GRMZM2G164419
Zm00001d006368	GRMZM2G164426
Zm00001d002594	GRMZM2G164428
Zm00001d005146	GRMZM2G164440
Zm00001d018854	GRMZM2G164454
Zm00001d042906	GRMZM2G164467
Zm00001d013364	GRMZM2G164470
Zm00001d042395	GRMZM2G164475
Zm00001d036842	GRMZM2G164478
Zm00001d018515	GRMZM2G164489
Zm00001d034180	GRMZM2G164493
Zm00001d041941	GRMZM2G164502
Zm00001d028003	GRMZM2G164527
Zm00001d024933	GRMZM2G164538
Zm00001d040826	GRMZM2G164542
Zm00001d034859	GRMZM2G164547
Zm00001d034179	GRMZM2G164558
Zm00001d028477	GRMZM2G164562
Zm00001d026568	GRMZM2G164563
Zm00001d025734	GRMZM2G164567
Zm00001d026568	GRMZM2G164569
Zm00001d034178	GRMZM2G164580
Zm00001d011629	GRMZM2G164612
Zm00001d043871	GRMZM2G164628
Zm00001d011629	GRMZM2G164640
Zm00001d025358	GRMZM2G164645
Zm00001d004787	GRMZM2G164647
Zm00001d025892	GRMZM2G164649
Zm00001d025359	GRMZM2G164663
Zm00001d037420	GRMZM2G164669
Zm00001d043873	GRMZM2G164674
Zm00001d038848	GRMZM2G164676
Zm00001d027295	GRMZM2G164696
Zm00001d005147	GRMZM2G164704
Zm00001d008912	GRMZM2G164705
Zm00001d025893	GRMZM2G164714
Zm00001d032911	GRMZM2G164715
Zm00001d049800	GRMZM2G164735
Zm00001d025894	GRMZM2G164743
Zm00001d049798	GRMZM2G164759
Zm00001d032909	GRMZM2G164761
Zm00001d052772	GRMZM2G164781
Zm00001d040608	GRMZM2G164785
Zm00001d032718	GRMZM2G164787
Zm00001d010230	GRMZM2G164797
Zm00001d010231	GRMZM2G164814
Zm00001d047977	GRMZM2G164821
Zm00001d036624	GRMZM2G164835
Zm00001d039206	GRMZM2G164848
Zm00001d051946	GRMZM2G164854
Zm00001d019775	GRMZM2G164862
Zm00001d041495	GRMZM2G164868
Zm00001d036955	GRMZM2G164883
Zm00001d031736	GRMZM2G164909
Zm00001d017820	GRMZM2G164912
Zm00001d035876	GRMZM2G164916
Zm00001d019270	GRMZM2G164929
Zm00001d006161	GRMZM2G164945
Zm00001d017823	GRMZM2G164948
Zm00001d016273	GRMZM2G164950
Zm00001d006160	GRMZM2G164956
Zm00001d006159	GRMZM2G164963
Zm00001d028240	GRMZM2G164965
Zm00001d020069	GRMZM2G164967
Zm00001d028241	GRMZM2G164974
Zm00001d033192	GRMZM2G165005
Zm00001d002284	GRMZM2G165007
Zm00001d031858	GRMZM2G165011
Zm00001d033267	GRMZM2G165042
Zm00001d039769	GRMZM2G165044
Zm00001d002283	GRMZM2G165060
Zm00001d003852	GRMZM2G165063
Zm00001d022062	GRMZM2G165069
Zm00001d053797	GRMZM2G165083
Zm00001d045708	GRMZM2G165086
Zm00001d030972	GRMZM2G165090
Zm00001d019221	GRMZM2G165098
Zm00001d043741	GRMZM2G165099
Zm00001d005251	GRMZM2G165133
Zm00001d049346	GRMZM2G165137
Zm00001d041839	GRMZM2G165176
Zm00001d012402	GRMZM2G165177
Zm00001d053348	GRMZM2G165179
Zm00001d048786	GRMZM2G165188
Zm00001d042826	GRMZM2G165192
Zm00001d021485	GRMZM2G165195
Zm00001d048787	GRMZM2G165208
Zm00001d012984	GRMZM2G165209
Zm00001d007533	GRMZM2G165216
Zm00001d020786	GRMZM2G165217
Zm00001d050947	GRMZM2G165231
Zm00001d020787	GRMZM2G165234
Zm00001d012988	GRMZM2G165255
Zm00001d050948	GRMZM2G165257
Zm00001d012991	GRMZM2G165270
Zm00001d021263	GRMZM2G165272
Zm00001d017317	GRMZM2G165290
Zm00001d031613	GRMZM2G165298
Zm00001d031614	GRMZM2G165301
Zm00001d048788	GRMZM2G165320
Zm00001d048789	GRMZM2G165325
Zm00001d048793	GRMZM2G165348
Zm00001d014901	GRMZM2G165351
Zm00001d008688	GRMZM2G165354
Zm00001d047968	GRMZM2G165355
Zm00001d047797	GRMZM2G165357
Zm00001d048794	GRMZM2G165383
Zm00001d051094	GRMZM2G165387
Zm00001d045055	GRMZM2G165390
Zm00001d032737	GRMZM2G165413
Zm00001d046214	GRMZM2G165418
Zm00001d027436	GRMZM2G165422
Zm00001d047969	GRMZM2G165426
Zm00001d011211	GRMZM2G165428
Zm00001d045056	GRMZM2G165433
Zm00001d048795	GRMZM2G165461
Zm00001d050696	GRMZM2G165483
Zm00001d043358	GRMZM2G165485
Zm00001d013676	GRMZM2G165488
Zm00001d030509	GRMZM2G165506
Zm00001d043070	GRMZM2G165511
Zm00001d016828	GRMZM2G165521
Zm00001d017536	GRMZM2G165530
Zm00001d001789	GRMZM2G165535
Zm00001d010445	GRMZM2G165567
Zm00001d004559	GRMZM2G165597
Zm00001d017535	GRMZM2G165601
Zm00001d004560	GRMZM2G165613
Zm00001d034223	GRMZM2G165619
Zm00001d028220	GRMZM2G165622
Zm00001d004561	GRMZM2G165629
Zm00001d016797	GRMZM2G165631
Zm00001d003281	GRMZM2G165633
Zm00001d035211	GRMZM2G165638
Zm00001d021679	GRMZM2G165644
Zm00001d035212	GRMZM2G165655
Zm00001d039037	GRMZM2G165679
Zm00001d021675	GRMZM2G165681
Zm00001d008640	GRMZM2G165692
Zm00001d039036	GRMZM2G165694
Zm00001d023421	GRMZM2G165695
Zm00001d016098	GRMZM2G165726
Zm00001d040726	GRMZM2G165746
Zm00001d033480	GRMZM2G165747
Zm00001d003322	GRMZM2G165755
Zm00001d024497	GRMZM2G165757
Zm00001d039517	GRMZM2G165769
Zm00001d051180	GRMZM2G165778
Zm00001d040728	GRMZM2G165788
Zm00001d035498	GRMZM2G165805
Zm00001d035500	GRMZM2G165815
Zm00001d053649	GRMZM2G165817
Zm00001d018615	GRMZM2G165828
Zm00001d003320	GRMZM2G165836
Zm00001d049432	GRMZM2G165839
Zm00001d003319	GRMZM2G165844
Zm00001d037633	GRMZM2G165865
Zm00001d013569	GRMZM2G165894
Zm00001d013568	GRMZM2G165901
Zm00001d044596	GRMZM2G165914
Zm00001d000300	GRMZM2G165917
Zm00001d028931	GRMZM2G165919
Zm00001d028396	GRMZM2G165926
Zm00001d010896	GRMZM2G165930
Zm00001d053886	GRMZM2G165931
Zm00001d048529	GRMZM2G165939
Zm00001d028412	GRMZM2G165944
Zm00001d015297	GRMZM2G165945
Zm00001d006357	GRMZM2G165949
Zm00001d029570	GRMZM2G165960
Zm00001d052124	GRMZM2G165961
Zm00001d032689	GRMZM2G165963
Zm00001d053887	GRMZM2G165966
Zm00001d037247	GRMZM2G165969
Zm00001d027757	GRMZM2G165972
Zm00001d008595	GRMZM2G165987
Zm00001d052125	GRMZM2G165991
Zm00001d027756	GRMZM2G165998
Zm00001d052126	GRMZM2G166005
Zm00001d018263	GRMZM2G166024
Zm00001d018262	GRMZM2G166027
Zm00001d000301	GRMZM2G166032
Zm00001d000302	GRMZM2G166035
Zm00001d000303	GRMZM2G166041
Zm00001d000304	GRMZM2G166044
Zm00001d013094	GRMZM2G166049
Zm00001d039858	GRMZM2G166064
Zm00001d013566	GRMZM2G166082
Zm00001d010858	GRMZM2G166089
Zm00001d019660	GRMZM2G166091
Zm00001d013565	GRMZM2G166094
Zm00001d013673	GRMZM2G166109
Zm00001d032908	GRMZM2G166124
Zm00001d025059	GRMZM2G166141
Zm00001d000305	GRMZM2G166145
Zm00001d000306	GRMZM2G166147
Zm00001d030656	GRMZM2G166159
Zm00001d053875	GRMZM2G166162
Zm00001d030658	GRMZM2G166166
